종목명,종목영문명,해당등급,사용여부,해당등급등록일,종목등록일,입고대상여부,시행여부
의류기술사,Professional Engineer Clothing,기술사,N,14/06/23,14/06/23,N,현재시행
유체기계기술사,Professional Engineer Hydraulic Machinery,기술사,N,14/06/23,14/06/23,N,폐지
기계기술사(정밀기계),,기술사,N,14/06/23,14/06/23,N,폐지
기계제작기술사,Professional Engineer Making Machinery,기술사,N,14/06/23,14/06/23,N,폐지
스크린인쇄기능사보,Assistant Craftsman Screen Printing,기능사보,N,14/06/23,14/06/23,N,폐지+유지
옵셋제판기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
옵셋제판기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
옵셋제판기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
홍삼제조기능사보,Assistant Craftsman Red Ginseng Processing (Photographing),기능사보,N,14/06/23,14/06/23,N,폐지+유지
냉동식품제조기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
통조림제조기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
어간유제조기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
주조조판기기능사보,Assistant Craftsman Type Casting and Composing,기능사보,N,14/06/23,14/06/23,N,폐지+유지
제판기능사보,Assistant Craftsman Plate Making(Relief Printing),기능사보,N,14/06/23,14/06/23,N,폐지+유지
평판제판기능사보,Assistant Craftsman Lightography Plate Making,기능사보,N,14/06/23,14/06/23,N,폐지+유지
제판기능사보,Assistant Craftsman Plate Making (Intaglio Printing),기능사보,N,14/06/23,14/06/23,N,폐지+유지
지하자원처리기술사,Professional Engineer Underground Resource Treatment,기술사,N,14/06/23,14/06/23,N,폐지
화약류관리기술사,Professional Engineer Explosives and blasting,기술사,N,14/06/23,14/06/23,N,현재시행
건축품질시험기술사,Professional Engineer Construction Quality Testing,기술사,N,14/06/23,14/06/23,N,현재시행
방사기술사,Professional Engineer Artificial Fiber,기술사,N,14/06/23,14/06/23,N,폐지
탐사기술사,Professional Engineer Prospecting,기술사,N,14/06/23,14/06/23,N,폐지
한천제조기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
농산식품가공기능사보,Assistant Craftsman Agricultural Food Processing,기능사보,N,14/06/23,14/06/23,N,폐지+유지
축산식품가공기능사보,Assistant Craftsman Zootechnic Food Processing,기능사보,N,14/06/23,14/06/23,N,폐지+유지
수산제조기능사보,Assistant Craftsman Fisheries Processing,기능사보,N,14/06/23,14/06/23,N,폐지+유지
원예종묘기능사보,Assistant Craftsman Horticultural Seedling,기능사보,N,14/06/23,14/06/23,N,폐지+유지
임업종묘기능사보,Assistant Craftsman Forest Seedling,기능사보,N,14/06/23,14/06/23,N,폐지+유지
전신단말기기기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
디지털제어산업기사,Industrial Engineer Digital Control,산업기사,Y,14/06/23,14/06/23,N,폐지
제포기술사,Professional Engineer Weaving,기술사,N,14/06/23,14/06/23,N,폐지
염색가공기술사,Professional Engineer Dyeing and Finishing,기술사,N,14/06/23,14/06/23,N,폐지
생사기술사,Professional Engineer Raw Silk,기술사,N,14/06/23,14/06/23,N,폐지+유지
건축구조기술사,Professional Engineer Architectural Structures,기술사,N,14/06/23,14/06/23,N,현재시행
건축기술사(건축설비),,기술사,N,14/06/23,14/06/23,N,폐지
건축기계설비기술사,Professional Engineer Building Mechanical Facilities,기술사,N,14/06/23,14/06/23,N,현재시행
건축전기설비기술사,Professional Engineer Building Electrical Facilities,기술사,N,14/06/23,14/06/23,N,현재시행
건축시공기술사,Professional Engineer Architectural Execution,기술사,N,14/06/23,14/06/23,N,현재시행
전기철도기술사,Professional Engineer Electric Railway,기술사,N,14/06/23,14/06/23,N,현재시행
교환기스윗치조정기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
교환설비기능사보,Assistant Craftsman Telephone Switchboard Installation,기능사보,N,14/06/23,14/06/23,N,폐지+유지
전기기기기능사보,Assistant Craftsman Electric Apparatus,기능사보,N,14/06/23,14/06/23,N,폐지+유지
수편물기능사보,Assistant Craftsman Hand Knitting,기능사보,N,14/06/23,14/06/23,N,폐지+유지
기계편물기능사보,Assistant Craftsman Machine Knitting,기능사보,N,14/06/23,14/06/23,N,폐지+유지
수자수공예기능사보,Assistant Craftsman Hand Embroidery Handicraft,기능사보,N,14/06/23,14/06/23,N,폐지+유지
기계자수공예기능사보,Assistant Craftsman Machine Embroidery Handicraft,기능사보,N,14/06/23,14/06/23,N,폐지+유지
토목기술사(수자원),,기술사,N,14/06/23,14/06/23,N,폐지
토목기술사(에너지토목),,기술사,N,14/06/23,14/06/23,N,폐지
수자원개발기술사,Professional Engineer Water Resources Development,기술사,N,14/06/23,14/06/23,N,현재시행
상하수도기술사,Professional Engineer Water Supply  Sewage,기술사,N,14/06/23,14/06/23,N,현재시행
농어업토목기술사,Professional Engineer Civil Engineering Agricultural  Fishery,기술사,N,14/06/23,14/06/23,N,현재시행
토목시공기술사,Professional Engineer Civil Engineering Execution,기술사,N,14/06/23,14/06/23,N,현재시행
토질및기초기술사,Professional Engineer Soil Mechanics  Foundation,기술사,N,14/06/23,14/06/23,N,현재시행
